TMF1;DF_E_2000243;oggm4a;vcc2020;Task2-team13;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team13;FF;M;DF_E_2000243
LA_0004;DF_E_2000246;oggm4a;asvspoof;-;bonafide;trim;hidden;bonafide;-;-;-;-;DF_E_2000246
VCC2TF1;DF_E_2000254;mp3m4a;vcc2018;HUB-N20;spoof;notrim;eval;traditional_vocoder;HUB;N20;FF;-;DF_E_2000254
LA_0044;DF_E_2000263;low_ogg;asvspoof;A18;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000263
TEF2;DF_E_2000265;mp3m4a;vcc2020;Task1-team07;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team07;MF;E;DF_E_2000265
VCC2TF1;DF_E_2000266;nocodec;vcc2018;HUB-D04;spoof;notrim;eval;traditional_vocoder;HUB;D04;FF;-;DF_E_2000266
VCC2TM2;DF_E_2000269;low_m4a;vcc2018;SPO-N05;spoof;notrim;eval;traditional_vocoder;SPO;N05;FM;-;DF_E_2000269
LA_0021;DF_E_2000285;mp3m4a;asvspoof;A19;spoof;trim;hidden;traditional_vocoder;-;-;-;-;DF_E_2000285
VCC2TF1;DF_E_2000289;nocodec;vcc2018;HUB-N16;spoof;notrim;eval;traditional_vocoder;HUB;N16;MF;-;DF_E_2000289
VCC2TF2;DF_E_2000301;high_m4a;vcc2018;HUB-N08;spoof;notrim;eval;traditional_vocoder;HUB;N08;MF;-;DF_E_2000301
TEM1;DF_E_2000302;mp3m4a;vcc2020;Task1-team01;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team01;FM;E;DF_E_2000302
LA_0018;DF_E_2000311;oggm4a;asvspoof;A07;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000311
LA_0044;DF_E_2000329;high_ogg;asvspoof;A17;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000329
TMF1;DF_E_2000339;high_mp3;vcc2020;Task2-team16;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team16;FF;M;DF_E_2000339
VCC2TF1;DF_E_2000344;mp3m4a;vcc2018;HUB-N07;spoof;notrim;eval;traditional_vocoder;HUB;N07;FF;-;DF_E_2000344
TEM1;DF_E_2000346;high_mp3;vcc2020;Task1-team27;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team27;FM;E;DF_E_2000346
TMF1;DF_E_2000347;low_m4a;vcc2020;Task2-team22;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team22;MF;M;DF_E_2000347
TEM1;DF_E_2000348;oggm4a;vcc2020;Task1-team21;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team21;FM;E;DF_E_2000348
TFF1;DF_E_2000349;low_m4a;vcc2020;Task2-team29;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team29;MF;F;DF_E_2000349
LA_0013;DF_E_2000353;oggm4a;asvspoof;A18;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000353
TEM1;DF_E_2000356;oggm4a;vcc2020;Task1-team27;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team27;MM;E;DF_E_2000356
VCC2TF2;DF_E_2000361;nocodec;vcc2018;HUB-N15;spoof;notrim;eval;traditional_vocoder;HUB;N15;MF;-;DF_E_2000361
TEF2;DF_E_2000366;high_m4a;vcc2020;Task1-team09;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team09;FF;E;DF_E_2000366
TGF1;DF_E_2000378;oggm4a;vcc2020;Task2-team19;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team19;FF;G;DF_E_2000378
TFM1;DF_E_2000380;low_ogg;vcc2020;Task2-team20;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team20;MM;F;DF_E_2000380
TMF1;DF_E_2000382;high_ogg;vcc2020;Task2-team11;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team11;MF;M;DF_E_2000382
TFF1;DF_E_2000388;low_m4a;vcc2020;Task2-team31;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team31;MF;F;DF_E_2000388
VCC2TM2;DF_E_2000391;nocodec;vcc2018;SPO-N06;spoof;notrim;eval;traditional_vocoder;SPO;N06;FM;-;DF_E_2000391
VCC2TM2;DF_E_2000395;low_ogg;vcc2018;SPO-N03;spoof;notrim;eval;unknown;SPO;N03;MM;-;DF_E_2000395
LA_0011;DF_E_2000398;low_m4a;asvspoof;A13;spoof;trim;hidden;traditional_vocoder;-;-;-;-;DF_E_2000398
VCC2TF1;DF_E_2000403;high_mp3;vcc2018;HUB-N17;spoof;notrim;eval;neural_vocoder_autoregressive;HUB;N17;FF;-;DF_E_2000403
VCC2TM2;DF_E_2000406;high_ogg;vcc2018;HUB-D04;spoof;notrim;eval;traditional_vocoder;HUB;D04;MM;-;DF_E_2000406
LA_0040;DF_E_2000408;low_mp3;asvspoof;A10;spoof;notrim;progress;neural_vocoder_autoregressive;-;-;-;-;DF_E_2000408
TMF1;DF_E_2000410;oggm4a;vcc2020;Task2-team19;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team19;FF;M;DF_E_2000410
TEM2;DF_E_2000412;low_mp3;vcc2020;Task1-team02;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team02;MM;E;DF_E_2000412
LA_0042;DF_E_2000416;oggm4a;asvspoof;A18;spoof;trim;hidden;traditional_vocoder;-;-;-;-;DF_E_2000416
LA_0017;DF_E_2000418;high_ogg;asvspoof;A13;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000418
TFF1;DF_E_2000421;low_m4a;vcc2020;Task2-team24;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team24;MF;F;DF_E_2000421
LA_0014;DF_E_2000433;high_ogg;asvspoof;A17;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000433
TEM1;DF_E_2000434;oggm4a;vcc2020;Task1-team25;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team25;FM;E;DF_E_2000434
TEM2;DF_E_2000447;mp3m4a;vcc2020;Task1-team21;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team21;FM;E;DF_E_2000447
TEM1;DF_E_2000451;oggm4a;vcc2020;Task1-team29;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team29;MM;E;DF_E_2000451
TMF1;DF_E_2000459;low_mp3;vcc2020;Task2-team05;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team05;FF;M;DF_E_2000459
LA_0023;DF_E_2000464;oggm4a;asvspoof;A19;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000464
TMF1;DF_E_2000465;high_ogg;vcc2020;Task2-team07;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team07;FF;M;DF_E_2000465
LA_0013;DF_E_2000466;low_mp3;asvspoof;A07;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000466
TFM1;DF_E_2000471;high_mp3;vcc2020;Task2-team24;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team24;FM;F;DF_E_2000471
VCC2TF2;DF_E_2000473;low_ogg;vcc2018;HUB-D01;spoof;notrim;eval;traditional_vocoder;HUB;D01;FF;-;DF_E_2000473
TEM1;DF_E_2000475;high_mp3;vcc2020;Task1-team28;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team28;MM;E;DF_E_2000475
VCC2TF2;DF_E_2000476;high_ogg;vcc2018;SPO-N04;spoof;notrim;eval;traditional_vocoder;SPO;N04;FF;-;DF_E_2000476
TEF1;DF_E_2000488;low_mp3;vcc2020;Task1-team04;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team04;FF;E;DF_E_2000488
VCC2TF2;DF_E_2000492;low_ogg;vcc2018;HUB-N17;spoof;notrim;eval;neural_vocoder_autoregressive;HUB;N17;FF;-;DF_E_2000492
LA_0021;DF_E_2000502;high_mp3;asvspoof;A12;spoof;notrim;progress;neural_vocoder_autoregressive;-;-;-;-;DF_E_2000502
LA_0044;DF_E_2000503;high_ogg;asvspoof;-;bonafide;notrim;eval;bonafide;-;-;-;-;DF_E_2000503
TFM1;DF_E_2000508;nocodec;vcc2020;-;bonafide;notrim;eval;bonafide;-;-;-;-;DF_E_2000508
TMF1;DF_E_2000510;high_ogg;vcc2020;Task2-team08;spoof;notrim;eval;traditional_vocoder;Task2;team08;MF;M;DF_E_2000510
VCC2TF2;DF_E_2000511;mp3m4a;vcc2018;SPO-N10;spoof;notrim;eval;neural_vocoder_autoregressive;SPO;N10;FF;-;DF_E_2000511
VCC2TF1;DF_E_2000512;high_ogg;vcc2018;HUB-N12;spoof;notrim;eval;traditional_vocoder;HUB;N12;FF;-;DF_E_2000512
TFF1;DF_E_2000519;high_m4a;vcc2020;Task2-team07;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team07;MF;F;DF_E_2000519
TEM2;DF_E_2000524;low_ogg;vcc2020;Task1-team08;spoof;notrim;eval;traditional_vocoder;Task1;team08;MM;E;DF_E_2000524
LA_0044;DF_E_2000526;oggm4a;asvspoof;A09;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000526
TEF1;DF_E_2000528;mp3m4a;vcc2020;Task1-team14;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team14;FF;E;DF_E_2000528
VCC2TM2;DF_E_2000530;high_mp3;vcc2018;SPO-N12;spoof;notrim;eval;traditional_vocoder;SPO;N12;FM;-;DF_E_2000530
VCC2SF3;DF_E_2000531;oggm4a;vcc2018;-;bonafide;notrim;eval;bonafide;-;-;-;-;DF_E_2000531
VCC2TF1;DF_E_2000537;low_ogg;vcc2018;SPO-N11;spoof;notrim;eval;traditional_vocoder;SPO;N11;MF;-;DF_E_2000537
TEF1;DF_E_2000538;nocodec;vcc2020;Task1-team20;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team20;FF;E;DF_E_2000538
TFM1;DF_E_2000539;low_m4a;vcc2020;Task2-team20;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team20;MM;F;DF_E_2000539
TFM1;DF_E_2000540;high_ogg;vcc2020;Task2-team15;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team15;MM;F;DF_E_2000540
TGM1;DF_E_2000544;high_mp3;vcc2020;Task2-team05;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team05;FM;G;DF_E_2000544
TMM1;DF_E_2000545;low_mp3;vcc2020;Task2-team11;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team11;MM;M;DF_E_2000545
LA_0032;DF_E_2000563;high_ogg;asvspoof;A15;spoof;notrim;eval;neural_vocoder_autoregressive;-;-;-;-;DF_E_2000563
VCC2TM2;DF_E_2000565;mp3m4a;vcc2018;HUB-B01;spoof;notrim;eval;traditional_vocoder;HUB;B01;FM;-;DF_E_2000565
TGM1;DF_E_2000570;high_m4a;vcc2020;Task2-team26;spoof;notrim;eval;traditional_vocoder;Task2;team26;FM;G;DF_E_2000570
TEF2;DF_E_2000571;low_m4a;vcc2020;Task1-team04;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team04;MF;E;DF_E_2000571
TEF1;DF_E_2000572;low_m4a;vcc2020;Task1-team25;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team25;FF;E;DF_E_2000572
VCC2TM2;DF_E_2000574;low_m4a;vcc2018;HUB-N20;spoof;notrim;eval;traditional_vocoder;HUB;N20;MM;-;DF_E_2000574
VCC2TF1;DF_E_2000583;low_m4a;vcc2018;SPO-N18;spoof;notrim;eval;traditional_vocoder;SPO;N18;FF;-;DF_E_2000583
TMM1;DF_E_2000584;oggm4a;vcc2020;Task2-team31;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team31;FM;M;DF_E_2000584
LA_0017;DF_E_2000586;mp3m4a;asvspoof;A15;spoof;notrim;eval;neural_vocoder_autoregressive;-;-;-;-;DF_E_2000586
VCC2TF2;DF_E_2000588;nocodec;vcc2018;SPO-N13;spoof;notrim;eval;traditional_vocoder;SPO;N13;FF;-;DF_E_2000588
VCC2TM1;DF_E_2000594;low_mp3;vcc2018;HUB-N10;spoof;notrim;eval;neural_vocoder_autoregressive;HUB;N10;MM;-;DF_E_2000594
TGF1;DF_E_2000596;oggm4a;vcc2020;Task2-team13;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team13;MF;G;DF_E_2000596
LA_0014;DF_E_2000604;mp3m4a;asvspoof;A11;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000604
TGM1;DF_E_2000608;mp3m4a;vcc2020;Task2-team03;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team03;FM;G;DF_E_2000608
VCC2TM1;DF_E_2000633;low_ogg;vcc2018;HUB-N18;spoof;notrim;eval;traditional_vocoder;HUB;N18;FM;-;DF_E_2000633
TFF1;DF_E_2000634;high_ogg;vcc2020;Task2-team08;spoof;notrim;eval;traditional_vocoder;Task2;team08;MF;F;DF_E_2000634
TEM2;DF_E_2000637;high_m4a;vcc2020;Task1-team33;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team33;FM;E;DF_E_2000637
LA_0018;DF_E_2000639;high_mp3;asvspoof;A12;spoof;notrim;progress;neural_vocoder_autoregressive;-;-;-;-;DF_E_2000639
TGF1;DF_E_2000640;oggm4a;vcc2020;Task2-team10;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team10;MF;G;DF_E_2000640
TMF1;DF_E_2000643;high_ogg;vcc2020;Task2-team30;spoof;notrim;eval;unknown;Task2;team30;FF;M;DF_E_2000643
TFF1;DF_E_2000646;mp3m4a;vcc2020;Task2-team23;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team23;MF;F;DF_E_2000646
VCC2TF1;DF_E_2000647;nocodec;vcc2018;HUB-N20;spoof;notrim;eval;traditional_vocoder;HUB;N20;FF;-;DF_E_2000647
VCC2TM1;DF_E_2000653;low_mp3;vcc2018;HUB-B01;spoof;notrim;eval;traditional_vocoder;HUB;B01;MM;-;DF_E_2000653
VCC2TM2;DF_E_2000655;high_m4a;vcc2018;HUB-N14;spoof;notrim;eval;traditional_vocoder;HUB;N14;FM;-;DF_E_2000655
VCC2TM2;DF_E_2000662;oggm4a;vcc2018;HUB-D01;spoof;notrim;eval;traditional_vocoder;HUB;D01;MM;-;DF_E_2000662
VCC2TF1;DF_E_2000669;low_ogg;vcc2018;HUB-N14;spoof;notrim;eval;traditional_vocoder;HUB;N14;MF;-;DF_E_2000669
VCC2SM1;DF_E_2000676;low_ogg;vcc2018;-;bonafide;notrim;eval;bonafide;-;-;-;-;DF_E_2000676
LA_0027;DF_E_2000679;high_m4a;asvspoof;A09;spoof;notrim;progress;traditional_vocoder;-;-;-;-;DF_E_2000679
TEF1;DF_E_2000692;nocodec;vcc2020;Task1-team29;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team29;MF;E;DF_E_2000692
VCC2TF1;DF_E_2000694;high_m4a;vcc2018;HUB-D05;spoof;notrim;eval;traditional_vocoder;HUB;D05;FF;-;DF_E_2000694
LA_0014;DF_E_2000698;nocodec;asvspoof;A16;spoof;notrim;progress;waveform_concatenation;-;-;-;-;DF_E_2000698
VCC2TM1;DF_E_2000699;low_mp3;vcc2018;SPO-N05;spoof;notrim;eval;traditional_vocoder;SPO;N05;MM;-;DF_E_2000699
VCC2TF2;DF_E_2000700;oggm4a;vcc2018;HUB-N13;spoof;notrim;eval;traditional_vocoder;HUB;N13;FF;-;DF_E_2000700
TEM2;DF_E_2000714;low_m4a;vcc2020;Task1-team23;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team23;FM;E;DF_E_2000714
TEF2;DF_E_2000715;high_m4a;vcc2020;Task1-team33;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team33;MF;E;DF_E_2000715
VCC2TM2;DF_E_2000721;oggm4a;vcc2018;HUB-B01;spoof;notrim;eval;traditional_vocoder;HUB;B01;MM;-;DF_E_2000721
LA_0039;DF_E_2000724;low_m4a;asvspoof;A18;spoof;notrim;progress;traditional_vocoder;-;-;-;-;DF_E_2000724
TFM1;DF_E_2000732;low_mp3;vcc2020;Task2-team25;spoof;notrim;eval;neural_vocoder_autoregressive;Task2;team25;MM;F;DF_E_2000732
TMM1;DF_E_2000734;high_ogg;vcc2020;Task2-team08;spoof;notrim;eval;traditional_vocoder;Task2;team08;FM;M;DF_E_2000734
LA_0002;DF_E_2000746;low_ogg;asvspoof;A16;spoof;notrim;eval;waveform_concatenation;-;-;-;-;DF_E_2000746
TFF1;DF_E_2000749;high_mp3;vcc2020;Task2-team31;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team31;FF;F;DF_E_2000749
LA_0001;DF_E_2000752;low_mp3;asvspoof;A18;spoof;notrim;progress;traditional_vocoder;-;-;-;-;DF_E_2000752
LA_0018;DF_E_2000759;high_m4a;asvspoof;A10;spoof;notrim;progress;neural_vocoder_autoregressive;-;-;-;-;DF_E_2000759
VCC2TF1;DF_E_2000767;low_mp3;vcc2018;SPO-N06;spoof;notrim;eval;traditional_vocoder;SPO;N06;MF;-;DF_E_2000767
LA_0010;DF_E_2000775;high_ogg;asvspoof;A19;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000775
VCC2TF1;DF_E_2000782;high_m4a;vcc2018;HUB-N05;spoof;notrim;eval;traditional_vocoder;HUB;N05;FF;-;DF_E_2000782
TEF1;DF_E_2000795;low_ogg;vcc2020;Task1-team20;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team20;MF;E;DF_E_2000795
TMM1;DF_E_2000796;high_m4a;vcc2020;Task2-team31;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task2;team31;MM;M;DF_E_2000796
LA_0011;DF_E_2000809;low_mp3;asvspoof;A13;spoof;notrim;progress;traditional_vocoder;-;-;-;-;DF_E_2000809
LA_0043;DF_E_2000823;nocodec;asvspoof;A16;spoof;notrim;progress;waveform_concatenation;-;-;-;-;DF_E_2000823
LA_0002;DF_E_2000826;low_ogg;asvspoof;A18;spoof;notrim;eval;traditional_vocoder;-;-;-;-;DF_E_2000826
TEF1;DF_E_2000829;low_ogg;vcc2020;Task1-team08;spoof;notrim;eval;traditional_vocoder;Task1;team08;FF;E;DF_E_2000829
TEF2;DF_E_2000834;high_ogg;vcc2020;Task1-team07;spoof;notrim;eval;neural_vocoder_autoregressive;Task1;team07;FF;E;DF_E_2000834
VCC2TF1;DF_E_2000838;oggm4a;vcc2018;HUB-N19;spoof;notrim;eval;traditional_vocoder;HUB;N19;MF;-;DF_E_2000838
TEF2;DF_E_2000841;high_m4a;vcc2020;Task1-team23;spoof;notrim;eval;neural_vocoder_nonautoregressive;Task1;team23;MF;E;DF_E_2000841
VCC2TM2;DF_E_2000844;high_mp3;vcc2018;HUB-N13;spoof;notrim;eval;traditional_vocoder;HUB;N13;FM;-;DF_E_2000844
